,Breast(C50)-Male age 0-85+,,,,,,age 0-4,,,,,age 5-9,,,,,age 10-14,,,,,age 15-19,,,,,age 20-24,,,,,age 25-29,,,,,age 30-34,,,,,age 35-39,,,,age 40-44,,,,,,age 45-49,,,,age 50-54,,,,,age 55-59,,,,,age 60-64,,,,,age 65-69,,,,,age 70-74,,,,,age 75-79,,,,,age 80-84,,,,,age 85+,,,,,
Europe,"  UK, England, South Thames Region (1967-1971)",17442,75.8,48,..,"  UK, England, South Thames Region (1967-1971)",0,0,0,0,"  UK, England, South Thames Region (1967-1971)",0,0,0,0,"  UK, England, South Thames Region (1967-1971)",0,0,0,0,"  UK, England, South Thames Region (1967-1971)",3,0.2,0.2,0,"  UK, England, South Thames Region (1967-1971)",10,0.6,0.6,0,"  UK, England, South Thames Region (1967-1971)",65,4.5,4.5,0.02,"  UK, England, South Thames Region (1967-1971)",238,19,19,0.1,"  UK, England, South Thames Region (1967-1971)",551,45.3,45.3,0.23,"  UK, England, South Thames Region (1967-1971)",1131,86.8,86.9,0.43,"  UK, England, South Thames Region (1967-1971)",1874,133.2,133.3,0.67,"  UK, England, South Thames Region (1967-1971)",1650,120.2,120.3,0.6,"  UK, England, South Thames Region (1967-1971)",2116,145.8,146,0.73,"  UK, England, South Thames Region (1967-1971)",2318,158.9,159.1,0.8,"  UK, England, South Thames Region (1967-1971)",2132,160.8,161,0.8,"  UK, England, South Thames Region (1967-1971)",1861,170.8,171,0.85,"  UK, England, South Thames Region (1967-1971)",1499,185.5,185.7,0.93,"  UK, England, South Thames Region (1967-1971)",1128,207.5,207.7,1.04,"  UK, England, South Thames Region (1967-1971)",850,221.9,222.1,..,
Europe,"  UK, England, South Western Region (1966-1970)",6810,84.8,52.1,..,"  UK, England, South Western Region (1966-1970)",0,0,0,0,"  UK, England, South Western Region (1966-1970)",0,0,0,0,"  UK, England, South Western Region (1966-1970)",0,0,0,0,"  UK, England, South Western Region (1966-1970)",3,0.6,0.6,0,"  UK, England, South Western Region (1966-1970)",3,0.5,0.5,0,"  UK, England, South Western Region (1966-1970)",20,4.4,4.4,0.02,"  UK, England, South Western Region (1966-1970)",69,15.9,15.9,0.08,"  UK, England, South Western Region (1966-1970)",203,46.4,46.4,0.23,"  UK, England, South Western Region (1966-1970)",463,96.8,96.8,0.48,"  UK, England, South Western Region (1966-1970)",668,128.5,128.5,0.64,"  UK, England, South Western Region (1966-1970)",631,132.4,132.4,0.66,"  UK, England, South Western Region (1966-1970)",763,147.9,147.9,0.74,"  UK, England, South Western Region (1966-1970)",894,174.1,174.1,0.87,"  UK, England, South Western Region (1966-1970)",945,202.8,202.8,1.01,"  UK, England, South Western Region (1966-1970)",773,201.3,201.3,1.01,"  UK, England, South Western Region (1966-1970)",1375,..,..,..,"  UK, England, South Western Region (1966-1970)",0,..,..,..,"  UK, England, South Western Region (1966-1970)",0,..,..,..,
Europe,"  UK, England, Trent (1967-1970)",6762,71.6,49.6,..,"  UK, England, Trent (1967-1970)",0,0,0,0,"  UK, England, Trent (1967-1970)",0,0,0,0,"  UK, England, Trent (1967-1970)",0,0,0,0,"  UK, England, Trent (1967-1970)",0,0,0,0,"  UK, England, Trent (1967-1970)",7,1,1,0.01,"  UK, England, Trent (1967-1970)",35,5.7,5.7,0.03,"  UK, England, Trent (1967-1970)",117,21.7,21.7,0.11,"  UK, England, Trent (1967-1970)",236,44.6,44.6,0.22,"  UK, England, Trent (1967-1970)",522,93.3,93.4,0.47,"  UK, England, Trent (1967-1970)",782,130,130,0.65,"  UK, England, Trent (1967-1970)",698,123.1,123.2,0.62,"  UK, England, Trent (1967-1970)",865,152.6,152.7,0.76,"  UK, England, Trent (1967-1970)",900,165,165,0.83,"  UK, England, Trent (1967-1970)",820,171.8,171.9,0.86,"  UK, England, Trent (1967-1970)",672,174.5,174.5,0.87,"  UK, England, Trent (1967-1970)",1106,..,..,..,"  UK, England, Trent (1967-1970)",0,..,..,..,"  UK, England, Trent (1967-1970)",0,..,..,..,
Europe,"  UK, England, West Midlands Region (1968-1972)",9647,74.6,53,..,"  UK, England, West Midlands Region (1968-1972)",0,0,0,0,"  UK, England, West Midlands Region (1968-1972)",0,0,0,0,"  UK, England, West Midlands Region (1968-1972)",1,0.1,0.1,0,"  UK, England, West Midlands Region (1968-1972)",1,0.1,0.1,0,"  UK, England, West Midlands Region (1968-1972)",11,1.2,1.2,0.01,"  UK, England, West Midlands Region (1968-1972)",46,5.3,5.3,0.03,"  UK, England, West Midlands Region (1968-1972)",156,20.6,20.6,0.1,"  UK, England, West Midlands Region (1968-1972)",343,46.8,46.8,0.23,"  UK, England, West Midlands Region (1968-1972)",768,98.6,98.6,0.49,"  UK, England, West Midlands Region (1968-1972)",1148,138.3,138.3,0.69,"  UK, England, West Midlands Region (1968-1972)",1025,131.2,131.2,0.66,"  UK, England, West Midlands Region (1968-1972)",1239,162.7,162.7,0.81,"  UK, England, West Midlands Region (1968-1972)",1280,179.5,179.5,0.9,"  UK, England, West Midlands Region (1968-1972)",1129,183.4,183.4,0.92,"  UK, England, West Midlands Region (1968-1972)",945,192.1,192.1,0.96,"  UK, England, West Midlands Region (1968-1972)",725,212,212,1.06,"  UK, England, West Midlands Region (1968-1972)",488,234.1,234.1,1.17,"  UK, England, West Midlands Region (1968-1972)",341,265.4,265.4,..,
Europe,"  UK, Scotland, Ayrshire (1970-1972)",393,69.6,50.1,..,"  UK, Scotland, Ayrshire (1970-1972)",0,0,0,0,"  UK, Scotland, Ayrshire (1970-1972)",0,0,0,0,"  UK, Scotland, Ayrshire (1970-1972)",0,0,0,0,"  UK, Scotland, Ayrshire (1970-1972)",0,0,0,0,"  UK, Scotland, Ayrshire (1970-1972)",0,0,0,0,"  UK, Scotland, Ayrshire (1970-1972)",2,5.9,5.9,0.03,"  UK, Scotland, Ayrshire (1970-1972)",9,27.8,27.8,0.14,"  UK, Scotland, Ayrshire (1970-1972)",27,83.8,83.8,0.42,"  UK, Scotland, Ayrshire (1970-1972)",33,97.4,97.4,0.49,"  UK, Scotland, Ayrshire (1970-1972)",37,107,107,0.54,"  UK, Scotland, Ayrshire (1970-1972)",51,154.8,154.8,0.77,"  UK, Scotland, Ayrshire (1970-1972)",45,132.2,132.2,0.66,"  UK, Scotland, Ayrshire (1970-1972)",52,156.2,156.2,0.78,"  UK, Scotland, Ayrshire (1970-1972)",45,153.6,153.6,0.77,"  UK, Scotland, Ayrshire (1970-1972)",36,154.3,154.3,0.77,"  UK, Scotland, Ayrshire (1970-1972)",32,208.7,208.7,1.04,"  UK, Scotland, Ayrshire (1970-1972)",19,220.7,220.7,1.1,"  UK, Scotland, Ayrshire (1970-1972)",5,101,101,..,
,,140120,1576.3,1124.8,0,0,4,0.5,0.5,0,0,3,0.6,0.6,0,0,3,0.7,0.7,0,0,33,6.1,6.1,0.01,0,123,25.8,25.9,0.11,0,620,138.3,138.6,0.69,0,2042,453.5,453.8,2.3,0,4730,1007.7,1008.5,5.05,0,9991,1952.5,1954.1,9.75,0,15217,2880.8,2883.1,14.44,0,13921,3137.5,3139.6,15.72,0,17022,3334.6,3337,16.68,0,18651,3629.5,3631.7,18.16,0,17513,3926.5,3928.7,19.64,0,15729,4044.1,4046,20.23,0,13216,4056.5,4058.7,20.3,0,7272,3970.2,3972.1,19.85,0,3987,4081.2,4083.4,0,
Oceania ,New Zealand: Maori (1968-1971),104,23.6,52.1,..,New Zealand: Maori (1968-1971),0,0,0,0,New Zealand: Maori (1968-1971),0,0,0,0,New Zealand: Maori (1968-1971),0,0,0,0,New Zealand: Maori (1968-1971),0,0,0,0,New Zealand: Maori (1968-1971),4,11.5,11.5,0.06,New Zealand: Maori (1968-1971),0,0,0,0,New Zealand: Maori (1968-1971),3,11.5,11.5,0.06,New Zealand: Maori (1968-1971),18,80.5,80.5,0.4,New Zealand: Maori (1968-1971),15,82.2,82.2,0.41,New Zealand: Maori (1968-1971),10,74.2,74.2,0.37,New Zealand: Maori (1968-1971),14,128.1,128.1,0.64,New Zealand: Maori (1968-1971),11,137,137,0.69,New Zealand: Maori (1968-1971),8,143.9,143.9,0.72,New Zealand: Maori (1968-1971),9,232.4,232.4,1.16,New Zealand: Maori (1968-1971),5,229.4,229.4,1.15,New Zealand: Maori (1968-1971),2,190.8,190.8,0.95,New Zealand: Maori (1968-1971),4,763.4,763.4,3.82,New Zealand: Maori (1968-1971),1,263.2,263.2,..,
Oceania ,  New Zealand: Non-Maori (1968-1971),3132,60.5,52.5,..,  New Zealand: Non-Maori (1968-1971),0,0,0,0,  New Zealand: Non-Maori (1968-1971),0,0,0,0,  New Zealand: Non-Maori (1968-1971),0,0,0,0,  New Zealand: Non-Maori (1968-1971),2,0.4,0.4,0,  New Zealand: Non-Maori (1968-1971),3,0.7,0.7,0,  New Zealand: Non-Maori (1968-1971),17,5.1,5.1,0.03,  New Zealand: Non-Maori (1968-1971),75,25.9,25.9,0.13,  New Zealand: Non-Maori (1968-1971),149,53.6,53.6,0.27,  New Zealand: Non-Maori (1968-1971),267,90.4,90.4,0.45,  New Zealand: Non-Maori (1968-1971),431,146,146,0.73,  New Zealand: Non-Maori (1968-1971),351,129,129,0.64,  New Zealand: Non-Maori (1968-1971),370,145.5,145.5,0.73,  New Zealand: Non-Maori (1968-1971),362,164.8,164.8,0.82,  New Zealand: Non-Maori (1968-1971),320,177.6,177.6,0.89,  New Zealand: Non-Maori (1968-1971),306,213,213,1.07,  New Zealand: Non-Maori (1968-1971),237,225.6,225.6,1.13,  New Zealand: Non-Maori (1968-1971),133,200.1,200.1,1,  New Zealand: Non-Maori (1968-1971),109,268.2,268.2,..,
Oceania ,"  USA, Hawaii: Chinese (1968-1972)",60,65.2,54.2,..,"  USA, Hawaii: Chinese (1968-1972)",0,0,0,0,"  USA, Hawaii: Chinese (1968-1972)",0,0,0,0,"  USA, Hawaii: Chinese (1968-1972)",0,0,0,0,"  USA, Hawaii: Chinese (1968-1972)",0,0,0,0,"  USA, Hawaii: Chinese (1968-1972)",0,0,0,0,"  USA, Hawaii: Chinese (1968-1972)",0,0,0,0,"  USA, Hawaii: Chinese (1968-1972)",2,41.7,41.7,0.21,"  USA, Hawaii: Chinese (1968-1972)",1,21.7,21.7,0.11,"  USA, Hawaii: Chinese (1968-1972)",13,185.7,185.7,0.93,"  USA, Hawaii: Chinese (1968-1972)",7,106.6,106.6,0.53,"  USA, Hawaii: Chinese (1968-1972)",9,146.8,146.8,0.73,"  USA, Hawaii: Chinese (1968-1972)",14,347.8,347.8,1.74,"  USA, Hawaii: Chinese (1968-1972)",7,148.1,148.1,0.74,"  USA, Hawaii: Chinese (1968-1972)",5,144.1,144.1,0.72,"  USA, Hawaii: Chinese (1968-1972)",1,31.5,31.5,0.16,"  USA, Hawaii: Chinese (1968-1972)",1,..,..,..,"  USA, Hawaii: Chinese (1968-1972)",0,..,..,..,"  USA, Hawaii: Chinese (1968-1972)",0,..,..,..,
Oceania ,"  USA, Hawaii: Filipino (1968-1972)",28,16.8,21.5,..,"  USA, Hawaii: Filipino (1968-1972)",0,0,0,0,"  USA, Hawaii: Filipino (1968-1972)",0,0,0,0,"  USA, Hawaii: Filipino (1968-1972)",0,0,0,0,"  USA, Hawaii: Filipino (1968-1972)",0,0,0,0,"  USA, Hawaii: Filipino (1968-1972)",0,0,0,0,"  USA, Hawaii: Filipino (1968-1972)",1,7,7,0.04,"  USA, Hawaii: Filipino (1968-1972)",3,24.5,24.5,0.12,"  USA, Hawaii: Filipino (1968-1972)",3,21.6,21.6,0.11,"  USA, Hawaii: Filipino (1968-1972)",6,64.1,64.1,0.32,"  USA, Hawaii: Filipino (1968-1972)",8,96.9,96.9,0.48,"  USA, Hawaii: Filipino (1968-1972)",2,44.5,44.5,0.22,"  USA, Hawaii: Filipino (1968-1972)",2,71.9,71.9,0.36,"  USA, Hawaii: Filipino (1968-1972)",0,0,0,0,"  USA, Hawaii: Filipino (1968-1972)",1,33.8,33.8,0.17,"  USA, Hawaii: Filipino (1968-1972)",2,120.1,120.1,0.6,"  USA, Hawaii: Filipino (1968-1972)",0,..,..,..,"  USA, Hawaii: Filipino (1968-1972)",0,..,..,..,"  USA, Hawaii: Filipino (1968-1972)",0,..,..,..,
Oceania ,"  USA, Hawaii: Hawaiian (1968-1972)",126,36.9,66.2,..,"  USA, Hawaii: Hawaiian (1968-1972)",0,0,0,0,"  USA, Hawaii: Hawaiian (1968-1972)",0,0,0,0,"  USA, Hawaii: Hawaiian (1968-1972)",0,0,0,0,"  USA, Hawaii: Hawaiian (1968-1972)",0,0,0,0,"  USA, Hawaii: Hawaiian (1968-1972)",0,0,0,0,"  USA, Hawaii: Hawaiian (1968-1972)",3,11.8,11.8,0.06,"  USA, Hawaii: Hawaiian (1968-1972)",6,35,35,0.18,"  USA, Hawaii: Hawaiian (1968-1972)",9,51.3,51.3,0.26,"  USA, Hawaii: Hawaiian (1968-1972)",16,101.7,101.7,0.51,"  USA, Hawaii: Hawaiian (1968-1972)",20,144.4,144.4,0.72,"  USA, Hawaii: Hawaiian (1968-1972)",15,138.8,138.8,0.69,"  USA, Hawaii: Hawaiian (1968-1972)",11,132.9,132.9,0.66,"  USA, Hawaii: Hawaiian (1968-1972)",17,275.5,275.5,1.38,"  USA, Hawaii: Hawaiian (1968-1972)",13,317.5,317.5,1.59,"  USA, Hawaii: Hawaiian (1968-1972)",8,408.2,408.2,2.04,"  USA, Hawaii: Hawaiian (1968-1972)",8,..,..,..,"  USA, Hawaii: Hawaiian (1968-1972)",0,..,..,..,"  USA, Hawaii: Hawaiian (1968-1972)",0,..,..,..,
Oceania ,"  USA, Hawaii: Japanese (1968-1972)",294,55.2,44.2,..,"  USA, Hawaii: Japanese (1968-1972)",0,0,0,0,"  USA, Hawaii: Japanese (1968-1972)",0,0,0,0,"  USA, Hawaii: Japanese (1968-1972)",0,0,0,0,"  USA, Hawaii: Japanese (1968-1972)",0,0,0,0,"  USA, Hawaii: Japanese (1968-1972)",1,2.7,2.7,0.01,"  USA, Hawaii: Japanese (1968-1972)",0,0,0,0,"  USA, Hawaii: Japanese (1968-1972)",9,31,31,0.16,"  USA, Hawaii: Japanese (1968-1972)",17,45.5,45.5,0.23,"  USA, Hawaii: Japanese (1968-1972)",51,101.8,101.8,0.51,"  USA, Hawaii: Japanese (1968-1972)",76,161.9,161.9,0.81,"  USA, Hawaii: Japanese (1968-1972)",39,93.8,93.8,0.47,"  USA, Hawaii: Japanese (1968-1972)",38,142.4,142.4,0.71,"  USA, Hawaii: Japanese (1968-1972)",34,223.1,223.1,1.12,"  USA, Hawaii: Japanese (1968-1972)",8,48.2,48.2,0.24,"  USA, Hawaii: Japanese (1968-1972)",10,86.2,86.2,0.43,"  USA, Hawaii: Japanese (1968-1972)",11,..,..,..,"  USA, Hawaii: Japanese (1968-1972)",0,..,..,..,"  USA, Hawaii: Japanese (1968-1972)",0,..,..,..,
Oceania ,"  USA, Hawaii: White (1968-1972)",378,65,80.3,..,"  USA, Hawaii: White (1968-1972)",0,0,0,0,"  USA, Hawaii: White (1968-1972)",0,0,0,0,"  USA, Hawaii: White (1968-1972)",0,0,0,0,"  USA, Hawaii: White (1968-1972)",0,0,0,0,"  USA, Hawaii: White (1968-1972)",0,0,0,0,"  USA, Hawaii: White (1968-1972)",9,15.4,15.4,0.08,"  USA, Hawaii: White (1968-1972)",13,25.6,25.6,0.13,"  USA, Hawaii: White (1968-1972)",21,52.2,52.2,0.26,"  USA, Hawaii: White (1968-1972)",48,141.4,141.4,0.71,"  USA, Hawaii: White (1968-1972)",65,212.2,212.2,1.06,"  USA, Hawaii: White (1968-1972)",55,226.4,226.4,1.13,"  USA, Hawaii: White (1968-1972)",41,216.2,216.2,1.08,"  USA, Hawaii: White (1968-1972)",39,340.2,340.2,1.7,"  USA, Hawaii: White (1968-1972)",31,299.4,299.4,1.5,"  USA, Hawaii: White (1968-1972)",26,331.6,331.6,1.66,"  USA, Hawaii: White (1968-1972)",30,..,..,..,"  USA, Hawaii: White (1968-1972)",0,..,..,..,"  USA, Hawaii: White (1968-1972)",0,..,..,..,
,,4122,323.2,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.4,0,0,8,14.9,14.9,0.07,0,30,39.3,39.3,0.21,0,111,195.2,195.2,0.99,0,218,326.4,326.4,1.64,0,416,767.3,767.3,3.84,0,617,942.2,942.2,4.7,0,485,907.4,907.4,4.52,0,487,1193.7,1193.7,5.97,0,467,1295.6,1295.6,6.48,0,387,1253,1253,6.27,0,358,1420,1420,7.11,0,289,416.4,416.4,2.08,0,137,963.5,963.5,4.82,0,110,531.4,531.4,0,
